User-ID;ISBN;Book-Rating;Favorite;Bought
5903;067188784X;0;0;0
5903;076790382X;9;0;0
5903;344272872X;0;0;0
6073;190288132X;8;0;0
6102;081269421X;0;0;0
6051;020162690X;0;0;0
6073;055321263X;4;0;0
6073;067976397X;10;0;0
6051;042513024X;8;0;0
6051;089480829X;0;0;0
6068;227724113X;2;0;0
6161;038073186X;0;0;0
6251;034542705X;0;0;0
6251;030701021X;0;0;0
6251;034540288X;0;0;0
6251;034543885X;0;0;0
6251;038078047X;7;0;0
6251;038550926X;0;0;0
6251;006440031X;0;0;0
6251;006101351X;0;0;0
6251;014050639X;10;0;0
6251;015602943X;10;0;0
6251;031242258X;0;0;0
6251;034538475X;0;0;0
6251;014017737X;9;0;0
6251;014032870X;0;0;0
6251;034530263X;0;0;0
6251;038550120X;0;0;0
6251;039480001X;10;0;0
6251;044020562X;0;0;0
6251;044990928X;0;0;0
6251;067088300X;0;0;0
6251;067088796X;0;0;0
6251;039913543X;0;0;0
6251;039923392X;10;0;0
6251;044021145X;0;0;0
6251;044661193X;0;0;0
6251;045120834X;0;0;0
6251;059035342X;0;0;0
6251;067087762X;0;0;0
6251;043916592X;0;0;0
6251;067179342X;0;0;0
6251;067976397X;0;0;0
6251;082177512X;0;0;0
6251;087754042X;0;0;0
6251;067943979X;0;0;0
6251;067944999X;0;0;0
6251;076110481X;9;0;0
6251;080410526X;0;0;0
6251;081120068X;0;0;0
6251;088138044X;9;0;0
6251;042517428X;0;0;0
6251;042518336X;0;0;0
6251;042519485X;8;0;0
6251;043935806X;9;0;0
6251;044022103X;0;0;0
6251;044652705X;0;0;0
6251;055328942X;0;0;0
6251;059030271X;0;0;0
6251;067150987X;10;0;0
6251;067973743X;0;0;0
6251;069401110X;0;0;0
6251;076790849X;0;0;0
6251;080410753X;0;0;0
6251;080411109X;0;0;0
6251;067187893X;10;0;0
6251;067976402X;8;0;0
6251;068484267X;8;0;0
6251;080411935X;0;0;0
6251;080506995X;0;0;0
6251;081297106X;0;0;0
6251;093914994X;0;0;0
6251;093049248X;0;0;0
6318;044640344X;0;0;0
6251;188521135X;9;0;0
6323;034538184X;0;0;0
6323;034538475X;0;0;0
6323;038530000X;0;0;0
6323;055356966X;0;0;0
6323;055357924X;0;0;0
6323;037571412X;0;0;0
6323;042514545X;0;0;0
6323;042516988X;0;0;0
6251;140003180X;0;0;0
6251;156402976X;10;0;0
6251;157322202X;0;0;0
6251;188712876X;8;0;0
6251;156619945X;10;0;0
6323;068480297X;0;0;0
6323;067945960X;0;0;0
6345;156305700X;9;0;0
6431;037370870X;0;0;0
6431;043935806X;10;0;0
6516;044166251X;0;0;0
6535;067972205X;0;0;0
6507;849515708X;10;0;0
6537;006000777X;0;0;0
6537;031230238X;0;0;0
6543;006019295X;7;0;0
6543;006056198X;0;0;0
6543;014025644X;7;0;0
6366;970651452X;0;0;0
6368;045120994X;7;0;0
6431;037371002X;0;0;0
6431;037371033X;0;0;0
6432;081254949X;0;0;0
6492;067940712X;0;0;0
6501;038001503X;7;0;0
6347;078688214X;10;0;0
6537;080213338X;0;0;0
6543;014028009X;0;0;0
6514;067187876X;5;0;0
6537;067978148X;0;0;0
6543;006039384X;0;0;0
6543;006051406x;0;0;0
6543;014003613X;0;0;0
6543;014025448X;8;0;0
6543;034545104X;0;0;0
6543;055356773X;6;0;0
6543;060980619X;7;0;0
6543;060980877X;0;0;0
6543;037570485X;0;0;0
6543;038000741x;8;0;0
6543;038548951X;10;0;0
6543;039305747X;7;0;0
6543;039592720x;0;0;0
6543;055358281X;6;0;0
6543;089480829X;0;0;0
6563;043935806X;10;0;0
6563;044023672X;0;0;0
6563;055325944X;0;0;0
6543;155870275X;0;0;0
6543;193156146X;0;0;0
6563;014100018X;0;0;0
6563;038079487X;0;0;0
6563;059035342X;8;0;0
6543;044021873X;0;0;0
6543;067088796X;7;0;0
6543;067976397X;7;0;0
6543;038072975X;8;0;0
6543;076271235x;0;0;0
6543;140004832X;8;0;0
6563;031020755X;0;0;0
6563;034541389X;0;0;0
6563;055327824X;0;0;0
6563;067164257X;0;0;0
6543;140004538X;0;0;0
6563;006103004X;0;0;0
6563;034542705X;0;0;0
6563;039915079X;0;0;0
6563;044022103X;0;0;0
6563;055325295X;0;0;0
6563;069452526X;8;0;0
6563;080411918X;0;0;0
6637;014029628X;10;0;0
6642;006019393X;0;0;0
6703;843440267X;0;0;0
6731;019283097X;7;0;0
6731;087542001X;0;0;0
6662;044922046X;0;0;0
6662;055357762X;8;0;0
6782;006104055X;5;0;0
6847;190085032X;0;0;0
6894;048627084X;9;0;0
6900;044023722X;0;0;0
6900;078688939X;0;0;0
6796;006091341X;0;0;0
6894;051718608X;5;0;0
6900;067942573X;0;0;0
6990;034541389X;0;0;0
6900;155166545X;0;0;0
6969;034068948X;9;0;0
7056;155874262X;8;0;0
6893;038073186X;9;0;0
6900;042516098X;0;0;0
6900;044020254X;0;0;0
6781;055337396X;8;0;0
6796;055321330X;0;0;0
6870;055357809X;0;0;0
6871;006101009X;0;0;0
6871;034538184X;4;0;0
6889;848300268X;3;0;0
6900;044651652X;0;0;0
6900;059035342X;0;0;0
6990;034542705X;0;0;0
7125;014023313X;0;0;0
7125;042513749X;0;0;0
7125;044023722X;0;0;0
7125;140003065X;0;0;0
7125;014025448X;0;0;0
7125;031225234X;0;0;0
7125;037541388X;8;0;0
7125;038079487X;7;0;0
7125;038550943X;9;0;0
7125;074344261X;0;0;0
7125;076791404X;0;0;0
7139;848450767X;8;0;0
7158;006000780X;0;0;0
7158;015600710X;0;0;0
7158;031213150X;8;0;0
7125;060980619X;3;0;0
7125;067179356X;10;0;0
7134;006001203X;0;0;0
7158;006000133X;0;0;0
7158;006053429X;0;0;0
7158;031205811X;0;0;0
7158;031242227X;0;0;0
7125;097213011X;10;0;0
7158;015602876X;0;0;0
7158;031020707X;0;0;0
7158;037550916X;0;0;0
7158;052594527X;0;0;0
7158;055310666X;0;0;0
7158;055311073X;0;0;0
7158;055327998X;0;0;0
7158;081296814X;0;0;0
7158;084395275X;0;0;0
7158;034543630X;0;0;0
7158;037324598X;0;0;0
7158;037540256X;0;0;0
7158;042513525X;0;0;0
7158;048627165X;8;0;0
7158;055308920X;0;0;0
7158;068815333X;0;0;0
7158;189295012X;0;0;0
7158;084395177X;0;0;0
7158;155166416X;0;0;0
7198;840149950X;5;0;0
7158;038529929X;0;0;0
7158;067940211X;0;0;0
7158;074343627X;1;0;0
7158;034543739X;0;0;0
7158;039915180X;0;0;0
7158;042511774X;0;0;0
7158;042519549X;0;0;0
7158;067084327X;0;0;0
7158;067100042X;6;0;0
7158;067189109X;0;0;0
7158;067942525X;10;0;0
7158;155874262X;7;0;0
7283;006109398X;8;0;0
7283;055357695X;0;0;0
7286;034538475X;0;0;0
7286;044048474X;8;0;0
7286;059042582X;0;0;0
7286;081297106X;0;0;0
7286;156476737X;6;0;0
7283;042516019X;0;0;0
7286;014017799X;0;0;0
7286;014034294X;0;0;0
7286;037312354X;0;0;0
7286;043937989X;8;0;0
7283;037541200X;0;0;0
7283;044023722X;10;0;0
7283;156947012X;0;0;0
7283;157322202X;0;0;0
7286;006441082X;0;0;0
7286;014034893X;0;0;0
7286;043912042X;9;0;0
7286;043921064X;0;0;0
7286;055305614X;2;0;0
7286;055325605X;0;0;0
7286;068484267X;0;0;0
7286;078681859X;10;0;0
7286;088029809X;9;0;0
7286;192883244X;9;0;0
7286;089870569X;0;0;0
7286;193264542X;10;0;0
7312;034538430X;0;0;0
7312;074321269X;0;0;0
7318;034544356X;0;0;0
7253;067101420X;8;0;0
7283;014028009X;0;0;0
7283;055356451X;0;0;0
7283;193156146X;10;0;0
7286;030701035X;6;0;0
7286;039480001X;0;0;0
7286;039923246X;0;0;0
7286;043938074X;8;0;0
7286;078943413X;9;0;0
7286;081392068X;0;0;0
7286;089283756X;0;0;0
7286;089480829X;7;0;0
7286;094754898X;0;0;0
7286;156138190X;0;0;0
7286;188300229X;0;0;0
7312;155166836X;0;0;0
7348;037570485X;7;0;0
7371;068419337X;7;0;0
7371;051512088X;0;0;0
7620;044022165X;8;0;0
7620;068484477X;6;0;0
7637;006255445X;0;0;0
7620;044021145X;0;0;0
7637;044155279X;0;0;0
7708;340778063X;10;0;0
7371;051513225X;0;0;0
7400;156076113X;7;0;0
7418;037329221X;8;0;0
7454;044661050X;8;0;0
7371;067101420X;7;0;0
7620;051759675X;7;0;0
7620;067188803X;0;0;0
7637;044133850X;0;0;0
7637;088038266X;0;0;0
7637;156504827X;0;0;0
7569;006101351X;0;0;0
7569;155166285X;0;0;0
7620;038082101X;0;0;0
7637;044179579X;0;0;0
7882;086316160X;8;0;0
7887;037322771X;0;0;0
7887;080506270X;0;0;0
7747;074343059X;0;0;0
7819;038549081X;7;0;0
7886;006056668X;0;0;0
7886;158322601X;0;0;0
7887;055357485X;0;0;0
7831;344203079X;0;0;0
7887;034537536X;0;0;0
7887;087542791X;10;0;0
7887;089296426X;0;0;0
7898;055357115X;0;0;0
7925;006019541X;0;0;0
7958;059043053X;9;0;0
7980;055357549X;10;0;0
7958;043935806X;0;0;0
7958;185575200X;0;0;0
7958;014100018X;9;0;0
7958;080410753X;9;0;0
7958;080411109X;9;0;0
7983;042510107X;0;0;0
8067;031298328X;10;0;0
8067;037316680X;0;0;0
8067;037344155X;0;0;0
8067;082176845X;9;0;0
8067;037370920X;0;0;0
8067;038081918X;0;0;0
8067;044661078X;0;0;0
8067;055357258X;10;0;0
8176;088776519X;0;0;0
8067;037322608X;9;0;0
8067;050552497X;9;0;0
8067;014028009X;5;0;0
8067;037371047X;9;0;0
8067;038533656X;10;0;0
8067;042513699X;0;0;0
8067;042518630X;2;0;0
8067;074342347X;0;0;0
8067;075820230X;10;0;0
8067;159184021X;10;0;0
8095;014034294X;8;0;0
8245;039592720X;8;0;0
8245;044021145X;9;0;0
8245;080410946X;0;0;0
8245;080411918X;0;0;0
8245;006109868X;0;0;0
8245;031220387X;0;0;0
8245;037570910X;0;0;0
8245;038549730X;0;0;0
8245;055358264X;8;0;0
8245;067102423X;0;0;0
